Folder Name,Gini Coefficient,Project Duration Score,Normalized Avg Commits/Day,Average Score,Total Committers,Average Commit Size,Gini-Committers Score,Project Duration Score Weighted,Normalized Avg Commits/Day Weighted,Average Score Weighted,Average Commit Size Weighted,Gini-Committers Score Weighted,Overall Quality Score
kazukiosawa-asdfghjkl,0.1652133291809404,0.5,1.0,0.29231733179101604,0.25,0.25,0.0413033322952351,0.1,0.2,0.029231733179101604,0.025,0.01652133291809404,0.371
kbevers-kvadratnet,1.0,1.0,0.0,0.30396825396825394,0.0,0.5,0.0,0.2,0.0,0.030396825396825394,0.05,0.0,0.28
kdmurray91-kwip,0.5029761904761905,0.75,0.0,0.3163265306122449,0.0,1.0,0.0,0.15000000000000002,0.0,0.031632653061224494,0.1,0.0,0.282
keepertech-kt.jsonapi,1.0,0.5,0.0,0.289628180039139,0.0,1.0,0.0,0.1,0.0,0.0289628180039139,0.1,0.0,0.229
keepertech-kt.testing,1.0,1.0,0.0,0.2791005291005291,0.0,0.75,0.0,0.2,0.0,0.027910052910052913,0.07500000000000001,0.0,0.303
KeepSafe-ks-email-parser,0.3972868217054264,1.0,0.0,0.25876707272056115,0.0,0.5,0.0,0.2,0.0,0.025876707272056116,0.05,0.0,0.276
keivanipchihagh-kucoin-websocket,1.0,0.0,1.0,0.28968253968253965,0.0,0.75,0.0,0.0,0.2,0.028968253968253966,0.07500000000000001,0.0,0.304
KennethEnevoldsen-asent,0.3333333333333333,0.5,0.25,0.26323102185171154,0.0,1.0,0.0,0.1,0.05,0.026323102185171157,0.1,0.0,0.276
kennethreitz-humble,0.54,0.0,1.0,0.23428571428571426,0.0,0.0,0.0,0.0,0.2,0.023428571428571427,0.0,0.0,0.223
kensho-technologies-kwnlp-dump-downloader,0.7857142857142857,0.0,0.0,0.272108843537415,0.0,1.0,0.0,0.0,0.0,0.0272108843537415,0.1,0.0,0.127
kensho-technologies-kwnlp-sql-parser,0.7142857142857143,0.5,0.0,0.2857142857142857,0.0,1.0,0.0,0.1,0.0,0.02857142857142857,0.1,0.0,0.229
keremdemirtrk-krmd,0.6428571428571428,0.0,1.0,0.25510204081632654,0.0,1.0,0.0,0.0,0.2,0.025510204081632654,0.1,0.0,0.326
kerrigan-survival-team-ks_constants_py,0.3407407407407405,0.25,0.0,0.24779541446208123,0.0,0.25,0.0,0.05,0.0,0.024779541446208125,0.025,0.0,0.1
kescobo-kvasir,0.3461538461538462,1.0,0.0,0.2873168498168498,0.0,1.0,0.0,0.2,0.0,0.02873168498168498,0.1,0.0,0.329
kesha1225-DnevnikRuAPI,0.2626506024096384,0.75,0.0,0.24325874928284558,0.0,0.75,0.0,0.15000000000000002,0.0,0.024325874928284558,0.07500000000000001,0.0,0.249
kesha1225-Kumquat,0.4722222222222222,0.0,0.0,0.24691358024691357,0.0,0.5,0.0,0.0,0.0,0.024691358024691357,0.05,0.0,0.075
keuin-2b2t,1.0,0.0,1.0,0.29365079365079366,0.0,0.25,0.0,0.0,0.2,0.02936507936507937,0.025,0.0,0.254
keul-KTextSurfaceWriter,1.0,0.0,0.0,0.2714285714285714,0.0,0.5,0.0,0.0,0.0,0.027142857142857142,0.05,0.0,0.077
Keystone-Strategy-kslabs-scrapy-heroku,0.5151515151515152,1.0,0.0,0.24891774891774893,0.0,0.25,0.0,0.2,0.0,0.024891774891774895,0.025,0.0,0.25
KeyWeeUsr-KrySA,1.0,0.0,0.25,0.2875226039783002,0.0,1.0,0.0,0.0,0.05,0.02875226039783002,0.1,0.0,0.179
kgearhar-krispy,1.0,0.0,0.25,0.2698412698412699,0.0,0.75,0.0,0.0,0.05,0.02698412698412699,0.07500000000000001,0.0,0.152
KhalidCK-hwfact,1.0,0.0,0.0,0.2261904761904762,0.0,1.0,0.0,0.0,0.0,0.022619047619047622,0.1,0.0,0.123
khookguy-hubdbapi,1.0,0.0,0.0,0.27106227106227115,0.0,1.0,0.0,0.0,0.0,0.027106227106227117,0.1,0.0,0.127
KidsSMIT-KS-BOT-Client-Python,1.0,0.0,0.0,0.2789115646258503,0.0,1.0,0.0,0.0,0.0,0.027891156462585033,0.1,0.0,0.128
kieranjol-24to25,0.7,0.0,0.0,0.2571428571428572,0.0,0.0,0.0,0.0,0.0,0.025714285714285717,0.0,0.0,0.026
Kilo59-httpxy,1.0,0.0,1.0,0.2619047619047619,0.0,1.0,0.0,0.0,0.2,0.026190476190476195,0.1,0.0,0.326
kimtree-hyapi,0.9444444444444444,0.0,0.5,0.29629629629629634,0.0,0.25,0.0,0.0,0.1,0.029629629629629634,0.025,0.0,0.155
kingheshan-xyart,1.0,0.0,1.0,0.21428571428571427,0.0,1.0,0.0,0.0,0.2,0.02142857142857143,0.1,0.0,0.321
kingoodie-configclasses,0.5101010101010102,0.75,0.0,0.28090428090428093,0.0,0.5,0.0,0.15000000000000002,0.0,0.028090428090428096,0.05,0.0,0.228
kintama48-array_utils,0.6111111111111112,0.25,0.0,0.27513227513227523,0.0,0.0,0.0,0.05,0.0,0.027513227513227524,0.0,0.0,0.078
Kintyre-ksconf,0.208370702541106,1.0,0.25,0.30941704035874434,0.0,1.0,0.0,0.2,0.05,0.030941704035874436,0.1,0.0,0.381
kinverarity1-aseg_gdf2,0.5533333333333333,1.0,0.0,0.28063492063492057,0.0,1.0,0.0,0.2,0.0,0.028063492063492058,0.1,0.0,0.328
kip-hart-AABBTree,0.4855371900826446,1.0,0.0,0.273120818575364,0.0,0.25,0.0,0.2,0.0,0.027312081857536405,0.025,0.0,0.252
KirillKurdyukov-kurdyukov_module,0.8333333333333333,0.0,1.0,0.2698412698412699,0.0,0.25,0.0,0.0,0.2,0.02698412698412699,0.025,0.0,0.252
kislyuk-httpnext,1.0,0.0,0.0,0.261904761904762,0.0,1.0,0.0,0.0,0.0,0.026190476190476198,0.1,0.0,0.126
kisom-pykutils,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.2,0.03333333333333333,0.1,0.0,0.333
kit-scc-aarc-g002-entitlement,0.5867346938775511,0.5,0.0,0.2730806608357629,0.0,1.0,0.0,0.1,0.0,0.02730806608357629,0.1,0.0,0.227
KIT-SCC-AarcEntitlement,0.4903225806451612,0.75,0.0,0.28110599078341014,0.0,1.0,0.0,0.15000000000000002,0.0,0.028110599078341014,0.1,0.0,0.278
kittenswolf-hwapi,1.0,0.5,0.0,0.2857142857142857,0.0,1.0,0.0,0.1,0.0,0.02857142857142857,0.1,0.0,0.229
kittenswolf-hwxml,1.0,0.0,0.0,0.24675324675324675,0.0,0.5,0.0,0.0,0.0,0.024675324675324677,0.05,0.0,0.075
Kitware-kwcoco,0.2161971830985916,0.75,0.75,0.2598507712944332,0.0,1.0,0.0,0.15000000000000002,0.15000000000000002,0.02598507712944332,0.1,0.0,0.426
Kitware-kwiver,0.1515923584900324,1.0,1.0,0.3237849488790247,0.75,1.0,0.11369426886752429,0.2,0.2,0.032378494887902474,0.1,0.04547770754700972,0.578
kkholst-kvaser,0.5285714285714286,0.5,0.0,0.24625850340136055,0.0,0.75,0.0,0.1,0.0,0.024625850340136056,0.07500000000000001,0.0,0.2
kkiyama117-KUEventParser,1.0,0.0,0.25,0.27346938775510204,0.0,1.0,0.0,0.0,0.05,0.027346938775510206,0.1,0.0,0.177
kkppzzah-kstock,0.5526315789473684,0.0,0.25,0.25313283208020054,0.0,1.0,0.0,0.0,0.05,0.025313283208020055,0.1,0.0,0.175
kkristof200-py_365scores,0.6111111111111112,0.0,0.25,0.24338624338624334,0.0,1.0,0.0,0.0,0.05,0.024338624338624337,0.1,0.0,0.174
kkristof200-py_ksox,0.625,0.0,0.5,0.2440476190476191,0.0,0.5,0.0,0.0,0.1,0.02440476190476191,0.05,0.0,0.174
kkristof200-py_kstopit,0.4385964912280702,0.5,0.0,0.2456140350877193,0.0,0.25,0.0,0.1,0.0,0.024561403508771933,0.025,0.0,0.15
kkristof200-py_simpleapi,0.527027027027027,0.0,0.0,0.23938223938223935,0.0,0.5,0.0,0.0,0.0,0.023938223938223938,0.05,0.0,0.074
kkristof200-py_telegram_2,0.75,0.0,0.0,0.25000000000000006,0.0,1.0,0.0,0.0,0.0,0.02500000000000001,0.1,0.0,0.125
kkristof200-py_telegram_send,1.0,0.0,1.0,0.21428571428571427,0.0,1.0,0.0,0.0,0.2,0.02142857142857143,0.1,0.0,0.321
kkristof200-py_timeout,0.625,0.0,1.0,0.2440476190476191,0.0,0.5,0.0,0.0,0.2,0.02440476190476191,0.05,0.0,0.274
kkristof200-py_unsplash,1.0,0.0,1.0,0.2619047619047619,0.0,1.0,0.0,0.0,0.2,0.026190476190476195,0.1,0.0,0.326
kkristof200-py_web3_pancakeswap,1.0,0.5,0.0,0.2285714285714286,0.0,1.0,0.0,0.1,0.0,0.02285714285714286,0.1,0.0,0.223
kkristof200-py_web3_wrapper,1.0,0.5,0.0,0.23428571428571435,0.0,1.0,0.0,0.1,0.0,0.023428571428571437,0.1,0.0,0.223
kkristof200-selenium_cookies,1.0,0.0,1.0,0.2285714285714286,0.0,0.75,0.0,0.0,0.2,0.02285714285714286,0.07500000000000001,0.0,0.298
kkrizka-httptime,1.0,0.0,0.5,0.32857142857142857,0.0,1.0,0.0,0.0,0.1,0.032857142857142856,0.1,0.0,0.233
klassen-software-solutions-pyutil,1.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.2,0.02857142857142857,0.1,0.0,0.329
klayoutmatthias-canvas2canvas,0.7222222222222222,0.0,0.0,0.3174603174603175,0.0,1.0,0.0,0.0,0.0,0.03174603174603175,0.1,0.0,0.132
klen-asgi-babel,1.0,0.5,0.0,0.22564102564102567,0.0,0.25,0.0,0.1,0.0,0.02256410256410257,0.025,0.0,0.148
klen-asgi-prometheus,1.0,0.25,0.0,0.22727272727272732,0.0,0.5,0.0,0.05,0.0,0.022727272727272735,0.05,0.0,0.123
klen-asgi-sessions,1.0,0.5,0.0,0.2328869047619047,0.0,0.25,0.0,0.1,0.0,0.023288690476190473,0.025,0.0,0.148
klen-http-router,1.0,0.5,0.25,0.21956474897651365,0.0,1.0,0.0,0.1,0.05,0.021956474897651367,0.1,0.0,0.272
Kludex-asgi-logger,1.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.02857142857142857,0.1,0.0,0.129
kmiku7-ktk-python,1.0,0.0,0.75,0.2857142857142857,0.0,1.0,0.0,0.0,0.15000000000000002,0.02857142857142857,0.1,0.0,0.279
KnightHawk3-hummingbird,0.40625,0.25,0.0,0.31845238095238093,0.0,0.5,0.0,0.05,0.0,0.03184523809523809,0.05,0.0,0.132
knownsec-Kunyu,0.31,0.0,0.0,0.2847619047619047,0.0,1.0,0.0,0.0,0.0,0.028476190476190474,0.1,0.0,0.128
knowsuchagency-hugo_jupyter,1.0,0.0,0.25,0.2634920634920635,0.0,1.0,0.0,0.0,0.05,0.02634920634920635,0.1,0.0,0.176
ko2-srls-HeatTemplateValidator,0.5416666666666667,0.0,1.0,0.29464285714285715,0.0,1.0,0.0,0.0,0.2,0.029464285714285717,0.1,0.0,0.329
Kodiologist-Artiruno,1.0,0.75,0.0,0.33962264150943394,0.0,0.25,0.0,0.15000000000000002,0.0,0.033962264150943396,0.025,0.0,0.209
koenvervloesem-humble-explorer,1.0,0.0,0.0,0.31201137171286425,0.0,0.5,0.0,0.0,0.0,0.031201137171286426,0.05,0.0,0.081
koji-kojiro-hylang-hycc,0.5975609756097561,0.25,0.0,0.2857142857142857,0.0,0.0,0.0,0.05,0.0,0.02857142857142857,0.0,0.0,0.079
konodyuk-kts,0.294205495818399,0.25,1.0,0.25271661830801617,0.0,0.75,0.0,0.05,0.2,0.02527166183080162,0.07500000000000001,0.0,0.35
konodyuk-kts-cli,0.5416666666666667,0.0,0.0,0.257936507936508,0.0,0.0,0.0,0.0,0.0,0.025793650793650803,0.0,0.0,0.026
koodaamo-httpreverse,1.0,0.0,0.25,0.2515723270440252,0.0,0.5,0.0,0.0,0.05,0.025157232704402524,0.05,0.0,0.125
kootenpv-aserve,1.0,0.0,0.0,0.2510822510822511,0.0,0.5,0.0,0.0,0.0,0.025108225108225107,0.05,0.0,0.075
kopf-httsleep,0.4757281553398059,0.5,0.0,0.3014331946370782,0.0,0.25,0.0,0.1,0.0,0.03014331946370782,0.025,0.0,0.155
kostasdizas-hugpee,0.6666666666666667,1.0,0.0,0.2959183673469387,0.0,0.75,0.0,0.2,0.0,0.02959183673469387,0.07500000000000001,0.0,0.305
kotfu-ksc,1.0,0.25,0.0,0.30694980694980695,0.0,0.5,0.0,0.05,0.0,0.030694980694980695,0.05,0.0,0.131
Kotlin-kotlin-numpy,0.3802816901408452,0.5,0.0,0.2528504359490275,0.0,1.0,0.0,0.1,0.0,0.025285043594902752,0.1,0.0,0.225
Kraisitt-KraisitSchool,1.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.2,0.02857142857142857,0.1,0.0,0.329
KraiyosW-KraiyosPF,1.0,0.0,1.0,0.2698412698412699,0.0,1.0,0.0,0.0,0.2,0.02698412698412699,0.1,0.0,0.327
kraken-ci-kraken,0.3415511042629687,1.0,0.75,0.26594027441485074,0.0,1.0,0.0,0.2,0.15000000000000002,0.026594027441485077,0.1,0.0,0.477
krateng-kratengpy,1.0,0.0,1.0,0.2619047619047619,0.0,0.0,0.0,0.0,0.2,0.026190476190476195,0.0,0.0,0.226
KratosMultiphysics-Examples,0.2766291880257158,1.0,0.5,0.27986119821062755,0.75,1.0,0.20747189101928684,0.2,0.1,0.027986119821062756,0.1,0.08298875640771475,0.511
KratosMultiphysics-Kratos,0.2382551694845619,1.0,1.0,0.27674429511452586,1.0,1.0,0.2382551694845619,0.2,0.2,0.02767442951145259,0.1,0.09530206779382477,0.623
krautcat-pyscrobbler,1.0,0.0,1.0,0.31428571428571433,0.0,1.0,0.0,0.0,0.2,0.03142857142857144,0.1,0.0,0.331
krbcontext-python-krbcontext,0.3529411764705883,1.0,0.0,0.29866946778711484,0.0,0.5,0.0,0.2,0.0,0.029866946778711486,0.05,0.0,0.28
kremayard-krema,0.5330578512396694,0.0,1.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.2,0.03333333333333333,0.05,0.0,0.283
krezreb-hungryhungryhippos,0.62,1.0,0.0,0.2514285714285714,0.0,0.5,0.0,0.2,0.0,0.02514285714285714,0.05,0.0,0.275
Kriegspiel-ks-game,0.6099999999999999,1.0,0.0,0.3321428571428572,0.0,0.5,0.0,0.2,0.0,0.03321428571428572,0.05,0.0,0.283
krinj-k-util,1.0,0.0,0.0,0.2984126984126984,0.0,1.0,0.0,0.0,0.0,0.029841269841269842,0.1,0.0,0.13
krinj-k-vision,1.0,0.0,0.0,0.29304029304029305,0.0,1.0,0.0,0.0,0.0,0.029304029304029307,0.1,0.0,0.129
kris-nova-kssh,0.4693877551020409,0.25,0.0,0.27988338192419826,0.0,0.0,0.0,0.05,0.0,0.027988338192419828,0.0,0.0,0.078
krishan57gupta-HDS,1.0,0.0,0.5,0.2857142857142857,0.0,0.25,0.0,0.0,0.1,0.02857142857142857,0.025,0.0,0.154
kroitor-asciichart,0.1693913043478263,1.0,0.0,0.25047619047619046,0.25,0.25,0.04234782608695657,0.2,0.0,0.025047619047619048,0.025,0.01693913043478263,0.267
kroML-kroml,1.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.02857142857142857,0.1,0.0,0.129
Krozark-json_include,0.6169590643274854,1.0,0.0,0.26399331662489556,0.0,0.25,0.0,0.2,0.0,0.026399331662489558,0.025,0.0,0.251
Krozark-meteofrance-py,0.5760869565217391,0.25,0.0,0.27950310559006214,0.0,0.5,0.0,0.05,0.0,0.027950310559006215,0.05,0.0,0.128
Krozark-platform,1.0,0.0,1.0,0.25,0.0,0.5,0.0,0.0,0.2,0.025,0.05,0.0,0.275
krptn-krypton,0.3161191536748329,0.5,1.0,0.2576095025983668,0.0,1.0,0.0,0.1,0.2,0.02576095025983668,0.1,0.0,0.426
krux-python-krux-boto,0.2831632653061224,1.0,0.0,0.293731778425656,0.25,0.25,0.0707908163265306,0.2,0.0,0.0293731778425656,0.025,0.02831632653061224,0.283
krux-python-krux-redis,0.5357142857142858,1.0,0.0,0.3095238095238095,0.0,1.0,0.0,0.2,0.0,0.03095238095238095,0.1,0.0,0.331
krux-python-krux-scheduler,0.7592592592592593,1.0,0.0,0.2857142857142857,0.0,0.75,0.0,0.2,0.0,0.02857142857142857,0.07500000000000001,0.0,0.304
krux-python-krux-stdlib,0.3013574660633484,1.0,0.0,0.3048911872441284,0.25,0.75,0.0753393665158371,0.2,0.0,0.03048911872441284,0.07500000000000001,0.03013574660633484,0.336
krux-python-kruxstatsd,0.4407894736842105,1.0,0.0,0.31244778613199664,0.0,0.0,0.0,0.2,0.0,0.031244778613199665,0.0,0.0,0.231
krystalgamer-krystal,0.5151515151515152,0.25,0.0,0.28138528138528146,0.0,0.25,0.0,0.05,0.0,0.028138528138528147,0.025,0.0,0.103
ksauzz-krbticket,1.0,0.5,0.0,0.2562770562770562,0.0,0.25,0.0,0.1,0.0,0.025627705627705624,0.025,0.0,0.151
KscSDK-ksc-sdk-python,0.3990654758384102,1.0,0.0,0.2479474548440066,0.75,1.0,0.2992991068788076,0.2,0.0,0.024794745484400662,0.1,0.11971964275152305,0.445
kserve-kserve,0.2798627893282018,1.0,0.75,0.31642839750947854,1.0,1.0,0.2798627893282018,0.2,0.15000000000000002,0.03164283975094786,0.1,0.11194511573128073,0.594
ksgwxfan-hurdat2parser,0.6333333333333333,0.75,0.0,0.26349206349206356,0.0,1.0,0.0,0.15000000000000002,0.0,0.02634920634920636,0.1,0.0,0.276
ksher-solutions-payment_sdk_python,0.7291666666666667,0.25,0.0,0.2708333333333333,0.0,0.5,0.0,0.05,0.0,0.027083333333333334,0.05,0.0,0.127
kshitij-1993-Pypi,1.0,0.0,1.0,0.2424242424242424,0.0,1.0,0.0,0.0,0.2,0.024242424242424242,0.1,0.0,0.324
kshitijcode-a2a,0.7,0.0,1.0,0.29523809523809524,0.0,1.0,0.0,0.0,0.2,0.029523809523809525,0.1,0.0,0.33
ksifteq-ksifteq,1.0,0.0,0.0,0.25396825396825395,0.0,0.25,0.0,0.0,0.0,0.025396825396825397,0.025,0.0,0.05
KSoft-Si-ksoftapi.py,0.3610526315789474,0.75,0.0,0.28721804511278204,0.25,0.25,0.09026315789473685,0.15000000000000002,0.0,0.028721804511278204,0.025,0.036105263157894744,0.24
ktbs-ktbs,0.2589432228421398,1.0,0.0,0.3020457280385078,0.25,1.0,0.06473580571053494,0.2,0.0,0.030204572803850784,0.1,0.02589432228421398,0.356
ktvng-ktypes,1.0,0.0,1.0,0.2692307692307693,0.0,1.0,0.0,0.0,0.2,0.026923076923076928,0.1,0.0,0.327
ku-nlp-kwja,0.308846410313403,0.25,1.0,0.2465653743159856,0.25,1.0,0.07721160257835075,0.05,0.2,0.02465653743159856,0.1,0.0308846410313403,0.406
ku-wolf-kutils4p,1.0,0.0,0.0,0.25714285714285723,0.0,1.0,0.0,0.0,0.0,0.025714285714285724,0.1,0.0,0.126
ku-wolf-kutils4pygame,1.0,0.0,0.0,0.23809523809523805,0.0,1.0,0.0,0.0,0.0,0.023809523809523808,0.1,0.0,0.124
kuadrat-data_slicer,0.3896103896103897,0.75,0.0,0.2739641311069883,0.0,0.75,0.0,0.15000000000000002,0.0,0.027396413110698833,0.07500000000000001,0.0,0.252
kubeflow-fairing,0.3526640845807599,0.5,0.0,0.31248722665031675,0.5,1.0,0.17633204229037994,0.1,0.0,0.031248722665031675,0.1,0.07053281691615197,0.302
kubeflow-kale-kale,0.2637163561076605,0.5,0.5,0.28364389233954457,0.25,1.0,0.06592908902691512,0.1,0.1,0.028364389233954457,0.1,0.02637163561076605,0.355
kubeflow-katib,0.1875096071499153,1.0,0.5,0.3173421560518335,1.0,1.0,0.1875096071499153,0.2,0.1,0.03173421560518335,0.1,0.07500384285996613,0.507
kubeflow-metadata,0.3501420454545454,0.5,0.0,0.302827380952381,0.25,1.0,0.08753551136363635,0.1,0.0,0.0302827380952381,0.1,0.03501420454545454,0.265
kubeflow-pytorch-operator,0.3569012547735953,0.75,0.0,0.3157509157509158,0.5,1.0,0.17845062738679765,0.15000000000000002,0.0,0.03157509157509158,0.1,0.07138025095471906,0.353
kubeflow-tf-operator,0.2998799843244831,1.0,0.25,0.3084140435835351,1.0,1.0,0.2998799843244831,0.2,0.05,0.03084140435835351,0.1,0.11995199372979325,0.501
kubeflow-training-operator,0.2998799843244831,1.0,0.25,0.3084140435835351,1.0,1.0,0.2998799843244831,0.2,0.05,0.03084140435835351,0.1,0.11995199372979325,0.501
Kubeinit-kubeinit,0.1157059314954052,0.75,0.5,0.2724668814894378,0.25,1.0,0.0289264828738513,0.15000000000000002,0.1,0.027246688148943782,0.1,0.011570593149540521,0.389
kubemq-io-kubemq-Python,0.4281609195402299,1.0,0.0,0.28981937602627256,0.25,1.0,0.10704022988505747,0.2,0.0,0.028981937602627256,0.1,0.04281609195402299,0.372
kuberlytics-kubelaunch-cli,1.0,0.0,1.0,0.291005291005291,0.0,1.0,0.0,0.0,0.2,0.0291005291005291,0.1,0.0,0.329
kubernetes-client-python,0.2819504175901599,1.0,0.25,0.3041054004226808,1.0,1.0,0.2819504175901599,0.2,0.05,0.03041054004226808,0.1,0.11278016703606396,0.493
kubernetes-incubator-client-python,0.2819504175901599,1.0,0.25,0.3041054004226808,1.0,1.0,0.2819504175901599,0.2,0.05,0.03041054004226808,0.1,0.11278016703606396,0.493
kubernetes-sigs-kind,0.1450362631468482,1.0,1.0,0.27024678484532505,1.0,1.0,0.1450362631468482,0.2,0.2,0.027024678484532508,0.1,0.05801450525873928,0.585
kubespray-kubespray-cli,0.2691197691197691,0.25,0.0,0.2705971277399849,0.25,0.5,0.06727994227994227,0.05,0.0,0.02705971277399849,0.05,0.02691197691197691,0.154
kubic-ci-ci3,1.0,0.25,0.0,0.3333333333333334,0.0,0.25,0.0,0.05,0.0,0.03333333333333335,0.025,0.0,0.108
kubostech-kubos-cli,0.2519999999999999,0.25,0.25,0.3044444444444444,0.25,0.25,0.06299999999999997,0.05,0.05,0.03044444444444444,0.025,0.02519999999999999,0.181
Kucoin-kucoin-futures-python-sdk,0.6339869281045751,0.5,0.0,0.2717086834733894,0.0,1.0,0.0,0.1,0.0,0.02717086834733894,0.1,0.0,0.227
Kucoin-kucoin-python-sdk,0.6354166666666667,0.75,0.0,0.24255952380952375,0.0,1.0,0.0,0.15000000000000002,0.0,0.024255952380952378,0.1,0.0,0.274
Kulothungan16-kvhot,0.5833333333333333,0.0,0.25,0.29563492063492064,0.0,0.0,0.0,0.0,0.05,0.029563492063492066,0.0,0.0,0.08
kumak1-kumaoche,0.3655913978494624,0.25,0.0,0.24577572964669736,0.0,0.5,0.0,0.05,0.0,0.02457757296466974,0.05,0.0,0.125
kumina-kubi_ecs_logger,0.6666666666666666,0.75,0.0,0.257936507936508,0.0,1.0,0.0,0.15000000000000002,0.0,0.025793650793650803,0.1,0.0,0.276
kumparan-kumparan.py,1.0,0.0,0.75,0.255952380952381,0.0,1.0,0.0,0.0,0.15000000000000002,0.0255952380952381,0.1,0.0,0.276
kumparan-kumparanian,0.4166666666666667,0.75,0.0,0.2920634920634921,0.0,0.5,0.0,0.15000000000000002,0.0,0.029206349206349208,0.05,0.0,0.229
kundajelab-shap,0.1574120361468947,1.0,0.25,0.297122348266359,0.75,1.0,0.11805902711017102,0.2,0.05,0.029712234826635903,0.1,0.04722361084406841,0.427
kungfuai-env,0.6111111111111112,0.0,0.0,0.2486772486772487,0.0,1.0,0.0,0.0,0.0,0.024867724867724872,0.1,0.0,0.125
kungfuai-sql-chemistry,0.6121212121212122,0.0,0.5,0.2640692640692641,0.0,1.0,0.0,0.0,0.1,0.026406926406926413,0.1,0.0,0.226
kuraudo-io-pulumi-symbiosis,0.5111111111111111,0.0,0.25,0.27689594356261027,0.0,1.0,0.0,0.0,0.05,0.02768959435626103,0.1,0.0,0.178
kurd-cc-kwiki,1.0,0.0,1.0,0.21428571428571427,0.0,1.0,0.0,0.0,0.2,0.02142857142857143,0.1,0.0,0.321
Kuree-kratos,1.0,0.0,0.75,0.2857142857142857,0.0,0.25,0.0,0.0,0.15000000000000002,0.02857142857142857,0.025,0.0,0.204
Kuree-kratos-debug,1.0,0.0,1.0,0.22222222222222224,0.0,0.25,0.0,0.0,0.2,0.022222222222222227,0.025,0.0,0.247
Kuree-kratos-runtime,1.0,0.0,1.0,0.2619047619047619,0.0,1.0,0.0,0.0,0.2,0.026190476190476195,0.1,0.0,0.326
KurisuD-huunifie,1.0,0.25,0.0,0.2840136054421769,0.0,0.75,0.0,0.05,0.0,0.028401360544217692,0.07500000000000001,0.0,0.153
kusanagi-kusanagi-sdk-python,0.5815384615384616,1.0,0.0,0.32600732600732607,0.0,1.0,0.0,0.2,0.0,0.03260073260073261,0.1,0.0,0.333
kushaldas-asaman,0.375886524822695,0.25,0.0,0.29280648429584594,0.0,0.25,0.0,0.05,0.0,0.029280648429584596,0.025,0.0,0.104
kusti8-hue-plus,0.3870967741935484,0.25,0.0,0.29301075268817206,0.0,1.0,0.0,0.05,0.0,0.029301075268817207,0.1,0.0,0.179
KustoszApp-server,1.0,0.5,0.25,0.3200280112044818,0.0,0.75,0.0,0.1,0.05,0.032002801120448184,0.07500000000000001,0.0,0.257
kuzudb-kuzu,0.2488432620011568,0.75,1.0,0.28331818557382465,0.5,1.0,0.1244216310005784,0.15000000000000002,0.2,0.028331818557382468,0.1,0.049768652400231365,0.528
KvasirSecurity-kvasirapi-python,1.0,0.0,1.0,0.2714285714285714,0.0,1.0,0.0,0.0,0.2,0.027142857142857142,0.1,0.0,0.327
kvbik-kvipytools,0.527027027027027,0.25,0.0,0.25418275418275416,0.0,0.0,0.0,0.05,0.0,0.02541827541827542,0.0,0.0,0.075
kvdroid-Kvdroid,0.3436777814460217,0.5,0.0,0.26875127733496834,0.25,0.5,0.08591944536150542,0.1,0.0,0.026875127733496835,0.05,0.03436777814460217,0.211
Kwabratseur-AAEI,1.0,0.25,0.0,0.2698412698412699,0.0,1.0,0.0,0.05,0.0,0.02698412698412699,0.1,0.0,0.177
kwx1996-kspifka,0.8181818181818181,0.0,0.75,0.23376623376623384,0.0,0.5,0.0,0.0,0.15000000000000002,0.023376623376623384,0.05,0.0,0.223
Labbeti-aac-datasets,1.0,0.25,0.0,0.2857142857142857,0.0,1.0,0.0,0.05,0.0,0.02857142857142857,0.1,0.0,0.179
Labbeti-aac-metrics,1.0,0.25,0.0,0.28851540616246496,0.0,1.0,0.0,0.05,0.0,0.028851540616246497,0.1,0.0,0.179
lanius-hunk,1.0,0.0,1.0,0.22222222222222224,0.0,1.0,0.0,0.0,0.2,0.022222222222222227,0.1,0.0,0.322
lannocc-ascmii,0.75,0.0,1.0,0.2857142857142857,0.0,0.25,0.0,0.0,0.2,0.02857142857142857,0.025,0.0,0.254
larsla-hubcli,1.0,0.0,1.0,0.253968253968254,0.0,0.75,0.0,0.0,0.2,0.025396825396825404,0.07500000000000001,0.0,0.3
latera-hyaml,0.322463768115942,0.25,0.0,0.31193926846100756,0.0,1.0,0.0,0.05,0.0,0.031193926846100756,0.1,0.0,0.181
lauryndbrown-AsciiGame,0.7727272727272727,0.0,0.0,0.31385281385281383,0.0,0.5,0.0,0.0,0.0,0.031385281385281384,0.05,0.0,0.081
lauryndbrown-Monster_ASCII_Game,0.6290322580645161,0.0,0.5,0.3087557603686636,0.0,0.5,0.0,0.0,0.1,0.03087557603686636,0.05,0.0,0.181
Lax125-renderer,1.0,0.0,0.5,0.3010204081632653,0.0,1.0,0.0,0.0,0.1,0.03010204081632653,0.1,0.0,0.23
